did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures
564,fried,1,2,active,ARFF,,,,0.0,11.0,40768.0,0.0,0.0,11.0,0.0
565,water-treatment,1,2,active,ARFF,,,,,,,,,,
566,meta,1,2,active,ARFF,,24.0,,0.0,22.0,528.0,264.0,504.0,20.0,2.0
567,kdd_coil_1,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
568,kdd_coil_2,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
569,auto93,1,2,active,ARFF,,31.0,,0.0,23.0,93.0,11.0,14.0,17.0,6.0
570,kdd_coil_3,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
572,bank8FM,1,2,active,ARFF,,,,0.0,9.0,8192.0,0.0,0.0,9.0,0.0
573,cpu_act,2,2,active,ARFF,,,,0.0,22.0,8192.0,0.0,0.0,22.0,0.0
574,house_16H,1,2,active,ARFF,,,,0.0,17.0,22784.0,0.0,0.0,17.0,0.0
575,kdd_coil_4,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
576,kdd_coil_5,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
577,kdd_coil_6,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
578,kdd_coil_7,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
579,fri_c0_250_5,1,2,active,ARFF,,,,0.0,6.0,250.0,0.0,0.0,6.0,0.0
580,fri_c4_250_100,1,2,active,ARFF,,,,0.0,101.0,250.0,0.0,0.0,101.0,0.0
581,fri_c3_500_25,1,2,active,ARFF,,,,0.0,26.0,500.0,0.0,0.0,26.0,0.0
582,fri_c1_500_25,1,2,active,ARFF,,,,0.0,26.0,500.0,0.0,0.0,26.0,0.0
583,fri_c1_1000_50,1,2,active,ARFF,,,,0.0,51.0,1000.0,0.0,0.0,51.0,0.0
584,fri_c4_500_25,1,2,active,ARFF,,,,0.0,26.0,500.0,0.0,0.0,26.0,0.0
585,fri_c3_100_10,1,2,active,ARFF,,,,0.0,11.0,100.0,0.0,0.0,11.0,0.0
586,fri_c3_1000_25,1,2,active,ARFF,,,,0.0,26.0,1000.0,0.0,0.0,26.0,0.0
587,fri_c3_100_50,1,2,active,ARFF,,,,0.0,51.0,100.0,0.0,0.0,51.0,0.0
588,fri_c4_1000_100,1,2,active,ARFF,,,,0.0,101.0,1000.0,0.0,0.0,101.0,0.0
589,fri_c2_1000_25,1,2,active,ARFF,,,,0.0,26.0,1000.0,0.0,0.0,26.0,0.0
590,fri_c0_1000_50,1,2,active,ARFF,,,,0.0,51.0,1000.0,0.0,0.0,51.0,0.0
591,fri_c1_100_10,1,2,active,ARFF,,,,0.0,11.0,100.0,0.0,0.0,11.0,0.0
592,fri_c4_1000_25,1,2,active,ARFF,,,,0.0,26.0,1000.0,0.0,0.0,26.0,0.0
593,fri_c1_1000_10,1,2,active,ARFF,,,,0.0,11.0,1000.0,0.0,0.0,11.0,0.0
594,fri_c2_100_5,1,2,active,ARFF,,,,0.0,6.0,100.0,0.0,0.0,6.0,0.0
595,fri_c0_1000_10,1,2,active,ARFF,,,,0.0,11.0,1000.0,0.0,0.0,11.0,0.0
596,fri_c2_250_5,1,2,active,ARFF,,,,0.0,6.0,250.0,0.0,0.0,6.0,0.0
597,fri_c2_500_5,1,2,active,ARFF,,,,0.0,6.0,500.0,0.0,0.0,6.0,0.0
598,fri_c0_1000_25,1,2,active,ARFF,,,,0.0,26.0,1000.0,0.0,0.0,26.0,0.0
599,fri_c2_1000_5,1,2,active,ARFF,,,,0.0,6.0,1000.0,0.0,0.0,6.0,0.0
600,fri_c0_100_50,1,2,active,ARFF,,,,0.0,51.0,100.0,0.0,0.0,51.0,0.0
601,fri_c1_250_5,1,2,active,ARFF,,,,0.0,6.0,250.0,0.0,0.0,6.0,0.0
602,fri_c3_250_10,1,2,active,ARFF,,,,0.0,11.0,250.0,0.0,0.0,11.0,0.0
603,fri_c0_250_50,1,2,active,ARFF,,,,0.0,51.0,250.0,0.0,0.0,51.0,0.0
604,fri_c4_500_10,1,2,active,ARFF,,,,0.0,11.0,500.0,0.0,0.0,11.0,0.0
605,fri_c2_250_25,1,2,active,ARFF,,,,0.0,26.0,250.0,0.0,0.0,26.0,0.0
606,fri_c2_1000_10,1,2,active,ARFF,,,,0.0,11.0,1000.0,0.0,0.0,11.0,0.0
607,fri_c4_1000_50,1,2,active,ARFF,,,,0.0,51.0,1000.0,0.0,0.0,51.0,0.0
608,fri_c3_1000_10,1,2,active,ARFF,,,,0.0,11.0,1000.0,0.0,0.0,11.0,0.0
609,fri_c0_1000_5,1,2,active,ARFF,,,,0.0,6.0,1000.0,0.0,0.0,6.0,0.0
610,fri_c4_500_100,1,2,active,ARFF,,,,0.0,101.0,500.0,0.0,0.0,101.0,0.0
611,fri_c3_100_5,1,2,active,ARFF,,,,0.0,6.0,100.0,0.0,0.0,6.0,0.0
612,fri_c1_1000_5,1,2,active,ARFF,,,,0.0,6.0,1000.0,0.0,0.0,6.0,0.0
613,fri_c3_250_5,1,2,active,ARFF,,,,0.0,6.0,250.0,0.0,0.0,6.0,0.0
614,fri_c1_250_25,1,2,active,ARFF,,,,0.0,26.0,250.0,0.0,0.0,26.0,0.0
615,fri_c4_250_10,1,2,active,ARFF,,,,0.0,11.0,250.0,0.0,0.0,11.0,0.0
616,fri_c4_500_50,1,2,active,ARFF,,,,0.0,51.0,500.0,0.0,0.0,51.0,0.0
617,fri_c3_500_5,1,2,active,ARFF,,,,0.0,6.0,500.0,0.0,0.0,6.0,0.0
618,fri_c3_1000_50,1,2,active,ARFF,,,,0.0,51.0,1000.0,0.0,0.0,51.0,0.0
619,fri_c4_250_50,1,2,active,ARFF,,,,0.0,51.0,250.0,0.0,0.0,51.0,0.0
620,fri_c1_1000_25,1,2,active,ARFF,,,,0.0,26.0,1000.0,0.0,0.0,26.0,0.0
621,fri_c0_100_10,1,2,active,ARFF,,,,0.0,11.0,100.0,0.0,0.0,11.0,0.0
622,fri_c2_1000_50,1,2,active,ARFF,,,,0.0,51.0,1000.0,0.0,0.0,51.0,0.0
623,fri_c4_1000_10,1,2,active,ARFF,,,,0.0,11.0,1000.0,0.0,0.0,11.0,0.0
624,fri_c0_100_5,1,2,active,ARFF,,,,0.0,6.0,100.0,0.0,0.0,6.0,0.0
625,fri_c4_100_25,1,2,active,ARFF,,,,0.0,26.0,100.0,0.0,0.0,26.0,0.0
626,fri_c2_500_50,1,2,active,ARFF,,,,0.0,51.0,500.0,0.0,0.0,51.0,0.0
627,fri_c2_500_10,1,2,active,ARFF,,,,0.0,11.0,500.0,0.0,0.0,11.0,0.0
628,fri_c3_1000_5,1,2,active,ARFF,,,,0.0,6.0,1000.0,0.0,0.0,6.0,0.0
629,fri_c1_100_25,1,2,active,ARFF,,,,0.0,26.0,100.0,0.0,0.0,26.0,0.0
630,fri_c2_100_50,1,2,active,ARFF,,,,0.0,51.0,100.0,0.0,0.0,51.0,0.0
631,fri_c1_500_5,1,2,active,ARFF,,,,0.0,6.0,500.0,0.0,0.0,6.0,0.0
632,fri_c3_250_50,1,2,active,ARFF,,,,0.0,51.0,250.0,0.0,0.0,51.0,0.0
633,fri_c0_500_25,1,2,active,ARFF,,,,0.0,26.0,500.0,0.0,0.0,26.0,0.0
634,fri_c2_100_10,1,2,active,ARFF,,,,0.0,11.0,100.0,0.0,0.0,11.0,0.0
635,fri_c0_250_10,1,2,active,ARFF,,,,0.0,11.0,250.0,0.0,0.0,11.0,0.0
636,fri_c1_100_50,1,2,active,ARFF,,,,0.0,51.0,100.0,0.0,0.0,51.0,0.0
637,fri_c1_500_50,1,2,active,ARFF,,,,0.0,51.0,500.0,0.0,0.0,51.0,0.0
638,fri_c2_250_50,1,2,active,ARFF,,,,0.0,51.0,250.0,0.0,0.0,51.0,0.0
639,fri_c3_100_25,1,2,active,ARFF,,,,0.0,26.0,100.0,0.0,0.0,26.0,0.0
640,fri_c4_100_10,1,2,active,ARFF,,,,0.0,11.0,100.0,0.0,0.0,11.0,0.0
641,fri_c1_500_10,1,2,active,ARFF,,,,0.0,11.0,500.0,0.0,0.0,11.0,0.0
642,fri_c4_100_50,1,2,active,ARFF,,,,0.0,51.0,100.0,0.0,0.0,51.0,0.0
643,fri_c2_500_25,1,2,active,ARFF,,,,0.0,26.0,500.0,0.0,0.0,26.0,0.0
644,fri_c4_250_25,1,2,active,ARFF,,,,0.0,26.0,250.0,0.0,0.0,26.0,0.0
645,fri_c3_500_50,1,2,active,ARFF,,,,0.0,51.0,500.0,0.0,0.0,51.0,0.0
646,fri_c3_500_10,1,2,active,ARFF,,,,0.0,11.0,500.0,0.0,0.0,11.0,0.0
647,fri_c1_250_10,1,2,active,ARFF,,,,0.0,11.0,250.0,0.0,0.0,11.0,0.0
648,fri_c1_250_50,1,2,active,ARFF,,,,0.0,51.0,250.0,0.0,0.0,51.0,0.0
649,fri_c0_500_5,1,2,active,ARFF,,,,0.0,6.0,500.0,0.0,0.0,6.0,0.0
650,fri_c0_500_50,1,2,active,ARFF,,,,0.0,51.0,500.0,0.0,0.0,51.0,0.0
651,fri_c0_100_25,1,2,active,ARFF,,,,0.0,26.0,100.0,0.0,0.0,26.0,0.0
652,fri_c4_100_100,1,2,active,ARFF,,,,0.0,101.0,100.0,0.0,0.0,101.0,0.0
653,fri_c0_250_25,1,2,active,ARFF,,,,0.0,26.0,250.0,0.0,0.0,26.0,0.0
654,fri_c0_500_10,1,2,active,ARFF,,,,0.0,11.0,500.0,0.0,0.0,11.0,0.0
655,fri_c2_100_25,1,2,active,ARFF,,,,0.0,26.0,100.0,0.0,0.0,26.0,0.0
656,fri_c1_100_5,1,2,active,ARFF,,,,0.0,6.0,100.0,0.0,0.0,6.0,0.0
657,fri_c2_250_10,1,2,active,ARFF,,,,0.0,11.0,250.0,0.0,0.0,11.0,0.0
658,fri_c3_250_25,1,2,active,ARFF,,,,0.0,26.0,250.0,0.0,0.0,26.0,0.0
659,sleuth_ex1714,1,2,active,ARFF,,,,0.0,8.0,47.0,0.0,0.0,8.0,0.0
660,rabe_265,1,2,active,ARFF,,,,0.0,7.0,51.0,0.0,0.0,7.0,0.0
661,sleuth_case1102,1,2,active,ARFF,,3.0,,0.0,9.0,34.0,0.0,0.0,6.0,3.0
663,rabe_266,1,2,active,ARFF,,,,0.0,3.0,120.0,0.0,0.0,3.0,0.0
664,chscase_census6,1,2,active,ARFF,,,,0.0,7.0,400.0,0.0,0.0,7.0,0.0
665,sleuth_case2002,1,2,active,ARFF,,2.0,,0.0,7.0,147.0,0.0,0.0,3.0,4.0
666,rmftsa_ladata,1,2,active,ARFF,,,,0.0,11.0,508.0,0.0,0.0,11.0,0.0
668,witmer_census_1980,1,2,active,ARFF,,,,0.0,5.0,50.0,0.0,0.0,5.0,0.0
669,chscase_adopt,1,2,active,ARFF,,,,,,,,,,
670,chscase_census5,1,2,active,ARFF,,,,0.0,8.0,400.0,0.0,0.0,8.0,0.0
671,chscase_census4,1,2,active,ARFF,,,,0.0,8.0,400.0,0.0,0.0,8.0,0.0
672,chscase_census3,1,2,active,ARFF,,,,0.0,8.0,400.0,0.0,0.0,8.0,0.0
673,chscase_census2,1,2,active,ARFF,,,,0.0,8.0,400.0,0.0,0.0,8.0,0.0
674,chscase_demand,1,2,active,ARFF,,,,0.0,11.0,27.0,0.0,0.0,11.0,0.0
675,visualizing_slope,1,2,active,ARFF,,,,0.0,4.0,44.0,0.0,0.0,4.0,0.0
676,disclosure_x_tampered,1,2,active,ARFF,,,,0.0,4.0,662.0,0.0,0.0,4.0,0.0
678,visualizing_environmental,1,2,active,ARFF,,,,0.0,4.0,111.0,0.0,0.0,4.0,0.0
679,rmftsa_sleepdata,1,2,active,ARFF,404.0,4.0,94.0,4.0,3.0,1024.0,0.0,0.0,2.0,1.0
680,chscase_funds,1,2,active,ARFF,,,,,2.0,185.0,0.0,0.0,2.0,0.0
681,hutsof99_logis,1,2,active,ARFF,,4.0,,0.0,8.0,70.0,0.0,0.0,4.0,4.0
682,sleuth_ex2016,1,2,active,ARFF,51.0,2.0,36.0,2.0,11.0,87.0,0.0,0.0,9.0,2.0
683,sleuth_ex2015,1,2,active,ARFF,30.0,2.0,30.0,2.0,8.0,60.0,0.0,0.0,7.0,1.0
684,rabe_166,1,2,active,ARFF,,,,0.0,3.0,40.0,0.0,0.0,3.0,0.0
685,visualizing_livestock,1,2,active,ARFF,26.0,26.0,26.0,5.0,3.0,130.0,0.0,0.0,1.0,2.0
686,rmftsa_ctoarrivals,1,2,active,ARFF,,12.0,,0.0,3.0,264.0,0.0,0.0,2.0,1.0
687,sleuth_ex1605,1,2,active,ARFF,,,,0.0,6.0,62.0,0.0,0.0,6.0,0.0
688,visualizing_soil,1,2,active,ARFF,,2.0,,0.0,5.0,8641.0,0.0,0.0,4.0,1.0
689,chscase_vine2,1,2,active,ARFF,,,,0.0,3.0,468.0,0.0,0.0,3.0,0.0
690,visualizing_galaxy,1,2,active,ARFF,,,,0.0,5.0,323.0,0.0,0.0,5.0,0.0
691,chscase_vine1,1,2,active,ARFF,,,,0.0,10.0,52.0,0.0,0.0,10.0,0.0
692,rabe_131,1,2,active,ARFF,,,,0.0,6.0,50.0,0.0,0.0,6.0,0.0
693,diggle_table_a1,1,2,active,ARFF,,,,0.0,5.0,48.0,0.0,0.0,5.0,0.0
694,diggle_table_a2,1,2,active,ARFF,41.0,9.0,18.0,9.0,9.0,310.0,0.0,0.0,8.0,1.0
695,chatfield_4,1,2,active,ARFF,,,,0.0,13.0,235.0,0.0,0.0,13.0,0.0
696,hutsof99_child_witness,1,2,active,ARFF,,,,0.0,16.0,42.0,0.0,0.0,16.0,0.0
697,rabe_97,1,2,active,ARFF,,2.0,,0.0,4.0,46.0,0.0,0.0,3.0,1.0
698,rabe_176,1,2,active,ARFF,,,,0.0,4.0,70.0,0.0,0.0,4.0,0.0
699,disclosure_z,1,2,active,ARFF,,,,0.0,4.0,662.0,0.0,0.0,4.0,0.0
700,chscase_whale,1,2,active,ARFF,,,,,,,,,,
702,sleuth_ex1221,1,2,active,ARFF,,26.0,,0.0,10.0,42.0,0.0,0.0,9.0,1.0
703,chscase_foot,1,2,active,ARFF,,297.0,,0.0,6.0,526.0,0.0,0.0,4.0,2.0
704,disclosure_x_noise,1,2,active,ARFF,,,,0.0,4.0,662.0,0.0,0.0,4.0,0.0
705,chscase_health,1,2,active,ARFF,,9.0,,,3.0,50.0,0.0,0.0,2.0,1.0
706,sleuth_case1202,1,2,active,ARFF,,5.0,,0.0,7.0,93.0,0.0,0.0,5.0,2.0
707,sleuth_case1201,1,2,active,ARFF,,,,0.0,7.0,50.0,0.0,0.0,7.0,0.0
708,visualizing_hamster,1,2,active,ARFF,,,,0.0,6.0,73.0,0.0,0.0,6.0,0.0
709,disclosure_x_bias,1,2,active,ARFF,,,,0.0,4.0,662.0,0.0,0.0,4.0,0.0
710,rabe_148,1,2,active,ARFF,,,,0.0,6.0,66.0,0.0,0.0,6.0,0.0
711,visualizing_ethanol,1,2,active,ARFF,,,,0.0,3.0,88.0,0.0,0.0,3.0,0.0
712,chscase_geyser1,1,2,active,ARFF,,,,0.0,3.0,222.0,0.0,0.0,3.0,0.0
713,vineyard,2,2,active,ARFF,28.0,2.0,24.0,2.0,3.0,52.0,0.0,0.0,2.0,1.0
714,fruitfly,2,2,active,ARFF,76.0,3.0,49.0,2.0,5.0,125.0,0.0,0.0,2.0,3.0
715,fri_c3_1000_25,2,2,active,ARFF,557.0,2.0,443.0,2.0,26.0,1000.0,0.0,0.0,25.0,1.0
716,fri_c3_100_50,2,2,active,ARFF,62.0,2.0,38.0,2.0,51.0,100.0,0.0,0.0,50.0,1.0
717,rmftsa_ladata,2,2,active,ARFF,286.0,2.0,222.0,2.0,11.0,508.0,0.0,0.0,10.0,1.0
718,fri_c4_1000_100,2,2,active,ARFF,564.0,2.0,436.0,2.0,101.0,1000.0,0.0,0.0,100.0,1.0
719,veteran,2,2,active,ARFF,94.0,4.0,43.0,2.0,8.0,137.0,0.0,0.0,3.0,5.0
720,abalone,2,2,active,ARFF,2096.0,3.0,2081.0,2.0,9.0,4177.0,0.0,0.0,7.0,2.0
721,pwLinear,2,2,active,ARFF,103.0,2.0,97.0,2.0,11.0,200.0,0.0,0.0,10.0,1.0
722,pol,2,2,active,ARFF,9959.0,2.0,5041.0,2.0,49.0,15000.0,0.0,0.0,48.0,1.0
723,fri_c4_1000_25,2,2,active,ARFF,547.0,2.0,453.0,2.0,26.0,1000.0,0.0,0.0,25.0,1.0
724,analcatdata_vineyard,2,2,active,ARFF,260.0,9.0,208.0,2.0,4.0,468.0,0.0,0.0,2.0,2.0
725,bank8FM,2,2,active,ARFF,4885.0,2.0,3307.0,2.0,9.0,8192.0,0.0,0.0,8.0,1.0
726,fri_c2_100_5,2,2,active,ARFF,60.0,2.0,40.0,2.0,6.0,100.0,0.0,0.0,5.0,1.0
727,2dplanes,2,2,active,ARFF,20420.0,2.0,20348.0,2.0,11.0,40768.0,0.0,0.0,10.0,1.0
728,analcatdata_supreme,2,2,active,ARFF,3081.0,2.0,971.0,2.0,8.0,4052.0,0.0,0.0,7.0,1.0
729,visualizing_slope,2,2,active,ARFF,27.0,2.0,17.0,2.0,4.0,44.0,0.0,0.0,3.0,1.0
730,fri_c1_250_5,2,2,active,ARFF,131.0,2.0,119.0,2.0,6.0,250.0,0.0,0.0,5.0,1.0
731,baskball,2,2,active,ARFF,49.0,2.0,47.0,2.0,5.0,96.0,0.0,0.0,4.0,1.0
732,fri_c0_250_50,2,2,active,ARFF,133.0,2.0,117.0,2.0,51.0,250.0,0.0,0.0,50.0,1.0
733,machine_cpu,2,2,active,ARFF,153.0,2.0,56.0,2.0,7.0,209.0,0.0,0.0,6.0,1.0
734,ailerons,2,2,active,ARFF,7922.0,2.0,5828.0,2.0,41.0,13750.0,0.0,0.0,40.0,1.0
735,cpu_small,3,2,active,ARFF,5715.0,2.0,2477.0,2.0,13.0,8192.0,0.0,0.0,12.0,1.0
736,visualizing_environmental,2,2,active,ARFF,58.0,2.0,53.0,2.0,4.0,111.0,0.0,0.0,3.0,1.0
